Timestamp,"Have you been scammed before? 
Pernahkah ada di tipu secara online sebelum ini?","What is your age group?
Apakah kumpulan umur anda?","What is your gender?
Apakah jantina anda?","What is your highest level of education?
Apakah tahap pendidikan tertinggi anda?","What is your employment status?
Apakah status pekerjaan anda?","How much is your income?
Berapakah gaji anda?
(Ex : 1000)","How often do you use the internet?
Berapa kerapkah anda menggunakan internet?","What type of online platforms do you use most frequently? 
Apakah jenis platform dalam talian yang paling kerap digunakan oleh anda?","On average how many hours do you spend online daily? (Enter a number only)
Anggaran, berapa jam anda meluangkan masa dalam talian setiap hari? (Masukkan nombor sahaja)  ","How many times do you usually interact with strangers online?
Berapa kali anda biasanya berinteraksi dengan orang yang tidak dikenali dalam talian?","On average, how many online transactions do you complete per month? (Enter a number only)
Secara purata, berapa banyak transaksi dalam talian yang anda lengkapkan setiap bulan? (Masukkan nombor sahaja)  ","How many different social media account do you actively use? (Enter a number only)
Berapa banyak akaun media sosial yang anda gunakan secara aktif? (Masukkan nombor sahaja)  ","How many email accounts do you have? (Enter a number only)
Berapa banyak akaun emel yang anda gunakan? (Masukkan nombor sahaja)  ","Do you usually share your personal information online?
(Example : Name, Phone Number)
Adakah anda biasanya berkongsi maklumat peribadi anda dalam talian?
(Contoh : Nama, Nombor Telefon)  ","How many different password do you have? (Enter a number only)
Berapa banyak kata laluan berbeza yang anda ada? (Masukkan nombor sahaja)  ","How many times have you downloaded something not from a trusted source in the past month?
(Trusted source for example are Google Play Store and Apple Store)
Berapa kali anda telah memuat turun sesuatu yang bukan daripada sumber yang dipercayai pada beberapa bulan lalu? 
(Sumber yang dipercayai contohnya ialah Google Play Store dan Apple Store) 
(EX: 3)","When you receive suspicious email or call what do you usually do?
Apabila anda menerima e-mel atau panggilan yang mencurigakan, apakah yang biasa anda lakukan?","How many online subscriptions do you currently have? (Enter a number only) 
Berapa banyak langganan dalam talian yang anda miliki sekarang? (Masukkan nombor sahaja) ","Do you usually read reviews before you buy something?
Adakah anda biasanya membaca ulasan sebelum anda membeli sesuatu?","How much are you willing to spend on a single online transactions?
Berapa banyak yang anda sanggup belanjakan untuk satu transaksi dalam talian? (Ex : 150) "
1/9/2025 23:15:21,Yes | Ya,26-35,Female | Perempuan,Diploma,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),2000,Daily | Harian,Social media | Sosial media,10,Rarely | Jarang,9,5,1,No | Tidak,1,2,Ignore It | Abaikan,2,Yes | Ya,100
1/9/2025 23:15:25,No | Tidak,Above 45 | Lebih daripada 45,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),6000,Daily | Harian,Social media | Sosial media,2,Rarely | Jarang,17,5,2,No | Tidak,6,0,Ignore It | Abaikan,1,Yes | Ya,100
1/9/2025 23:15:29,No | Tidak,Above 45 | Lebih daripada 45,Female | Perempuan,Diploma,Retired | Bersara,0,Daily | Harian,Online banking | Perbankan atas talian,2,Never | Tidak Pernah,10,0,1,No | Tidak,2,0,Delete it / Block | Sekat,2,Yes | Ya,200
1/9/2025 23:15:33,Yes | Ya,18-25,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Student | Pelajar,1,Daily | Harian,Social media | Sosial media,5,Rarely | Jarang,10,5,3,No | Tidak,3,2,Ignore It | Abaikan,2,Yes | Ya,100
1/9/2025 23:15:37,Yes | Ya,26-35,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),4500,Daily | Harian,Social media | Sosial media,5,Rarely | Jarang,14,3,1,No | Tidak,1,0,Ignore It | Abaikan,2,Yes | Ya,215
1/9/2025 23:15:41,Yes | Ya,36-45,Male | Lelaki,Diploma,Self-Employed | Bekerja Sendiri,2000,Weekly | Mingguan,Social media | Sosial media,7,Rarely | Jarang,12,3,1,No | Tidak,1,0,Ignore It | Abaikan,3,No | Tidak,600
1/9/2025 23:15:45,Yes | Ya,18-25,Female | Perempuan,Master/PhD | Sarjana/PhD,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),4500,Daily | Harian,Social media | Sosial media,5,Rarely | Jarang,15,2,2,Yes | Ya,1,0,Ignore It | Abaikan,2,Yes | Ya,500
1/9/2025 23:15:48,Yes | Ya,Above 45 | Lebih daripada 45,Male | Lelaki,Master/PhD | Sarjana/PhD,Retired | Bersara,5100,Ocassionally | Kadang - Kadang,Social media | Sosial media,5,Rarely | Jarang,17,2,1,No | Tidak,1,0,Ignore It | Abaikan,1,Yes | Ya,200
1/9/2025 23:15:52,Yes | Ya,26-35,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Student | Pelajar,1000,Weekly | Mingguan,Social media | Sosial media,8,Occasionally | Kadang-kadang,10,4,3,Yes | Ya,3,0,Ignore It | Abaikan,3,Yes | Ya,250
1/9/2025 23:15:56,Yes | Ya,18-25,Male | Lelaki,Bachelor Degree | Ijazah Sarjana Muda,Student | Pelajar,1200,Daily | Harian,Social media | Sosial media,9,Occasionally | Kadang-kadang,15,3,3,Yes | Ya,2,1,Ignore It | Abaikan,1,Yes | Ya,300
1/9/2025 23:16:00,No | Tidak,26-35,Male | Lelaki,Foundation / Matriculation | Asasi / Matriks,Student | Pelajar,0,Daily | Harian,Social media | Sosial media,5,Never | Tidak Pernah,3,1,4,No | Tidak,3,0,Ignore It | Abaikan,2,Yes | Ya,100
1/9/2025 23:16:04,Yes | Ya,18-25,Male | Lelaki,Foundation / Matriculation | Asasi / Matriks,Student | Pelajar,0,Daily | Harian,Social media | Sosial media,7,Occasionally | Kadang-kadang,5,2,5,No | Tidak,1,4,Delete it / Block | Sekat,1,No | Tidak,500
1/9/2025 23:16:08,Yes | Ya,26-35,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),2700,Daily | Harian,Social media | Sosial media,7,Rarely | Jarang,29,4,4,No | Tidak,1,0,Delete it / Block | Sekat,4,Yes | Ya,300
1/9/2025 23:16:12,Yes | Ya,36-45,Male | Lelaki,Diploma,Self-Employed | Bekerja Sendiri,2500,Daily | Harian,E-commerce | E-perdagangan,5,Rarely | Jarang,20,3,2,No | Tidak,1,1,Respond and ask for more information | Balas dan minta lebih banyak maklumat,0,No | Tidak,200
1/9/2025 23:16:16,No | Tidak,26-35,Male | Lelaki,Bachelor Degree | Ijazah Sarjana Muda,Student | Pelajar,800,Daily | Harian,Social media | Sosial media,5,Never | Tidak Pernah,10,2,2,No | Tidak,2,0,Delete it / Block | Sekat,1,Yes | Ya,150
1/9/2025 23:16:19,No | Tidak,18-25,Female | Perempuan,Foundation / Matriculation | Asasi / Matriks,Student | Pelajar,600,Daily | Harian,Social media | Sosial media,7,Never | Tidak Pernah,9,3,3,No | Tidak,3,0,Delete it / Block | Sekat,1,Yes | Ya,50
1/9/2025 23:16:23,Yes | Ya,Above 45 | Lebih daripada 45,Female | Perempuan,Secondary School | Sekolah Menengah,Unemployed | Tidak Bekerja,0,Daily | Harian,Social media | Sosial media,10,Frequently | Kerap,3,3,4,No | Tidak,3,3,Respond and ask for more information | Balas dan minta lebih banyak maklumat,1,No | Tidak,1500
1/9/2025 23:16:27,No | Tidak,36-45,Male | Lelaki,Bachelor Degree | Ijazah Sarjana Muda,Self-Employed | Bekerja Sendiri,4000,Daily | Harian,Social media | Sosial media,3,Never | Tidak Pernah,1,1,2,No | Tidak,3,0,Delete it / Block | Sekat,0,Yes | Ya,50
1/9/2025 23:16:31,No | Tidak,26-35,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Self-Employed | Bekerja Sendiri,3000,Daily | Harian,E-commerce | E-perdagangan,5,Never | Tidak Pernah,14,2,1,No | Tidak,2,0,Ignore It | Abaikan,4,Yes | Ya,250
1/9/2025 23:16:35,Yes | Ya,18-25,Male | Lelaki,Diploma,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),1800,Daily | Harian,Gaming | Permainan,10,Frequently | Kerap,2,3,4,No | Tidak,1,3,Respond and ask for more information | Balas dan minta lebih banyak maklumat,2,No | Tidak,100
1/9/2025 23:16:39,No | Tidak,18-25,Male | Lelaki,Foundation / Matriculation | Asasi / Matriks,Student | Pelajar,700,Daily | Harian,Social media | Sosial media,6,Rarely | Jarang,6,2,1,No | Tidak,2,0,Forward it to others for advice | Hantar kepada orang lain untuk mendapatkan nasihat,0,Yes | Ya,80
1/9/2025 23:16:43,No | Tidak,26-35,Male | Lelaki,Diploma,Self-Employed | Bekerja Sendiri,2800,Daily | Harian,Online banking | Perbankan atas talian,4,Rarely | Jarang,14,1,1,No | Tidak,1,0,Ignore It | Abaikan,3,Yes | Ya,200
1/9/2025 23:16:47,No | Tidak,18-25,Male | Lelaki,Diploma,Student | Pelajar,0,Daily | Harian,Social media | Sosial media,5,Rarely | Jarang,2,4,1,No | Tidak,3,0,Ignore It | Abaikan,0,Yes | Ya,10
1/9/2025 23:16:51,Yes | Ya,18-25,Female | Perempuan,Foundation / Matriculation | Asasi / Matriks,Student | Pelajar,0,Daily | Harian,E-commerce | E-perdagangan,6,Never | Tidak Pernah,4,1,2,No | Tidak,1,0,Ignore It | Abaikan,3,No | Tidak,300
1/9/2025 23:16:54,No | Tidak,Above 45 | Lebih daripada 45,Male | Lelaki,Bachelor Degree | Ijazah Sarjana Muda,Retired | Bersara,1000,Weekly | Mingguan,Social media | Sosial media,7,Never | Tidak Pernah,5,1,1,No | Tidak,1,0,Delete it / Block | Sekat,0,Yes | Ya,100
1/9/2025 23:16:58,Yes | Ya,36-45,Male | Lelaki,Bachelor Degree | Ijazah Sarjana Muda,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),2000,Daily | Harian,Social media | Sosial media,8,Occasionally | Kadang-kadang,5,5,4,No | Tidak,2,3,Forward it to others for advice | Hantar kepada orang lain untuk mendapatkan nasihat,3,No | Tidak,1000
1/9/2025 23:17:02,Yes | Ya,26-35,Male | Lelaki,Foundation / Matriculation | Asasi / Matriks,Student | Pelajar,0,Daily | Harian,Gaming | Permainan,10,Frequently | Kerap,1,1,2,Yes | Ya,1,5,Ignore It | Abaikan,0,Yes | Ya,250
1/9/2025 23:17:06,No | Tidak,36-45,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),4000,Daily | Harian,E-commerce | E-perdagangan,5,Rarely | Jarang,15,2,2,No | Tidak,2,0,Delete it / Block | Sekat,2,Yes | Ya,300
1/9/2025 23:17:10,No | Tidak,26-35,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),2200,Daily | Harian,Social media | Sosial media,11,Frequently | Kerap,12,5,4,No | Tidak,2,2,Respond and ask for more information | Balas dan minta lebih banyak maklumat,3,Yes | Ya,1500
1/9/2025 23:17:14,Yes | Ya,26-35,Female | Perempuan,Master/PhD | Sarjana/PhD,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),3500,Daily | Harian,Online banking | Perbankan atas talian,6,Frequently | Kerap,18,4,2,No | Tidak,4,3,Delete it / Block | Sekat,2,Yes | Ya,200
1/9/2025 23:17:18,Yes | Ya,18-25,Female | Perempuan,Diploma,Student | Pelajar,0,Daily | Harian,Social media | Sosial media,9,Occasionally | Kadang-kadang,4,6,4,No | Tidak,6,0,Ignore It | Abaikan,4,Yes | Ya,60
1/9/2025 23:17:21,Yes | Ya,18-25,Male | Lelaki,Diploma,Student | Pelajar,800,Daily | Harian,Social media | Sosial media,9,Never | Tidak Pernah,14,3,1,No | Tidak,1,1,Respond and ask for more information | Balas dan minta lebih banyak maklumat,2,No | Tidak,200
1/9/2025 23:17:25,No | Tidak,26-35,Male | Lelaki,Bachelor Degree | Ijazah Sarjana Muda,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),2500,Daily | Harian,Social media | Sosial media,5,Never | Tidak Pernah,20,3,2,No | Tidak,3,0,Delete it / Block | Sekat,2,Yes | Ya,100
1/9/2025 23:17:29,No | Tidak,Above 45 | Lebih daripada 45,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Retired | Bersara,900,Weekly | Mingguan,Social media | Sosial media,5,Never | Tidak Pernah,5,1,1,No | Tidak,1,0,Ignore It | Abaikan,0,Yes | Ya,100
1/9/2025 23:17:33,No | Tidak,26-35,Male | Lelaki,Diploma,Self-Employed | Bekerja Sendiri,1500,Weekly | Mingguan,E-commerce | E-perdagangan,3,Rarely | Jarang,7,2,1,No | Tidak,2,0,Delete it / Block | Sekat,0,Yes | Ya,100
1/9/2025 23:17:37,No | Tidak,36-45,Male | Lelaki,Bachelor Degree | Ijazah Sarjana Muda,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),3000,Daily | Harian,Online banking | Perbankan atas talian,4,Never | Tidak Pernah,16,1,1,No | Tidak,1,0,Ignore It | Abaikan,2,Yes | Ya,55
1/9/2025 23:17:41,No | Tidak,18-25,Male | Lelaki,Foundation / Matriculation | Asasi / Matriks,Student | Pelajar,700,Daily | Harian,E-commerce | E-perdagangan,5,Never | Tidak Pernah,12,2,1,No | Tidak,2,0,Forward it to others for advice | Hantar kepada orang lain untuk mendapatkan nasihat,2,Yes | Ya,50
1/9/2025 23:17:45,No | Tidak,26-35,Male | Lelaki,Diploma,Self-Employed | Bekerja Sendiri,2567,Daily | Harian,E-commerce | E-perdagangan,4,Never | Tidak Pernah,4,1,1,No | Tidak,1,0,Delete it / Block | Sekat,1,Yes | Ya,60
1/9/2025 23:17:49,No | Tidak,18-25,Male | Lelaki,Bachelor Degree | Ijazah Sarjana Muda,Self-Employed | Bekerja Sendiri,2890,Daily | Harian,Online banking | Perbankan atas talian,5,Never | Tidak Pernah,8,2,1,No | Tidak,1,0,Delete it / Block | Sekat,7,Yes | Ya,100
1/9/2025 23:17:53,No | Tidak,36-45,Male | Lelaki,Diploma,Self-Employed | Bekerja Sendiri,3100,Weekly | Mingguan,E-commerce | E-perdagangan,3,Rarely | Jarang,6,2,1,No | Tidak,2,0,Delete it / Block | Sekat,2,Yes | Ya,150
1/9/2025 23:17:57,Yes | Ya,18-25,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Student | Pelajar,0,Daily | Harian,Social media | Sosial media,7,Rarely | Jarang,10,4,4,Yes | Ya,7,3,Ignore It | Abaikan,1,Yes | Ya,50
1/9/2025 23:18:01,Yes | Ya,18-25,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Student | Pelajar,0,Daily | Harian,Social media | Sosial media,6,Rarely | Jarang,50,4,4,No | Tidak,5,3,Ignore It | Abaikan,5,No | Tidak,200
1/9/2025 23:18:05,No | Tidak,18-25,Male | Lelaki,Foundation / Matriculation | Asasi / Matriks,Student | Pelajar,0,Daily | Harian,Social media | Sosial media,15,Rarely | Jarang,30,4,2,No | Tidak,2,3,Delete it / Block | Sekat,2,Yes | Ya,1000
1/9/2025 23:18:09,Yes | Ya,18-25,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Student | Pelajar,0,Daily | Harian,Social media | Sosial media,5,Occasionally | Kadang-kadang,5,3,2,No | Tidak,2,1,Respond and ask for more information | Balas dan minta lebih banyak maklumat,4,No | Tidak,200
1/9/2025 23:18:13,Yes | Ya,26-35,Male | Lelaki,Diploma,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),3000,Weekly | Mingguan,Online banking | Perbankan atas talian,4,Rarely | Jarang,24,3,3,No | Tidak,2,2,Delete it / Block | Sekat,2,Yes | Ya,500
1/9/2025 23:18:16,Yes | Ya,36-45,Male | Lelaki,Master/PhD | Sarjana/PhD,Self-Employed | Bekerja Sendiri,4500,Ocassionally | Kadang - Kadang,E-commerce | E-perdagangan,3,Occasionally | Kadang-kadang,21,4,3,No | Tidak,2,4,Ignore It | Abaikan,1,No | Tidak,1000
1/9/2025 23:18:20,Yes | Ya,Above 45 | Lebih daripada 45,Female | Perempuan,Foundation / Matriculation | Asasi / Matriks,Retired | Bersara,800,Rarely | Jarang,Social media | Sosial media,2,Occasionally | Kadang-kadang,10,1,1,Yes | Ya,1,4,Forward it to others for advice | Hantar kepada orang lain untuk mendapatkan nasihat,1,No | Tidak,50
1/9/2025 23:18:25,Yes | Ya,18-25,Female | Perempuan,Secondary School | Sekolah Menengah,Unemployed | Tidak Bekerja,0,Daily | Harian,Gaming | Permainan,6,Frequently | Kerap,7,4,3,No | Tidak,1,6,Respond and ask for more information | Balas dan minta lebih banyak maklumat,2,No | Tidak,30
1/9/2025 23:18:29,No | Tidak,26-35,Male | Lelaki,Diploma,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),4000,Daily | Harian,Online banking | Perbankan atas talian,5,Never | Tidak Pernah,15,2,2,No | Tidak,5,0,Delete it / Block | Sekat,4,Yes | Ya,300
1/9/2025 23:18:32,No | Tidak,36-45,Female | Perempuan,Diploma,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),2000,Weekly | Mingguan,E-commerce | E-perdagangan,6,Never | Tidak Pernah,10,3,2,No | Tidak,3,0,Ignore It | Abaikan,3,Yes | Ya,150
1/9/2025 23:18:36,No | Tidak,18-25,Female | Perempuan,Foundation / Matriculation | Asasi / Matriks,Student | Pelajar,0,Daily | Harian,Social media | Sosial media,4,Never | Tidak Pernah,2,2,1,No | Tidak,5,0,Delete it / Block | Sekat,1,Yes | Ya,100
1/9/2025 23:18:40,No | Tidak,Above 45 | Lebih daripada 45,Male | Lelaki,Master/PhD | Sarjana/PhD,Retired | Bersara,2500,Rarely | Jarang,Online banking | Perbankan atas talian,2,Never | Tidak Pernah,13,2,1,No | Tidak,4,0,Ignore It | Abaikan,1,Yes | Ya,500
1/9/2025 23:18:44,No | Tidak,26-35,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Self-Employed | Bekerja Sendiri,3000,Daily | Harian,Gaming | Permainan,8,Never | Tidak Pernah,16,3,2,No | Tidak,3,0,Delete it / Block | Sekat,3,Yes | Ya,400
1/9/2025 23:18:48,No | Tidak,18-25,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Student | Pelajar,100,Daily | Harian,Social media | Sosial media,10,Rarely | Jarang,10,3,2,No | Tidak,4,1,Ignore It | Abaikan,3,Yes | Ya,200
1/9/2025 23:18:51,Yes | Ya,18-25,Male | Lelaki,Bachelor Degree | Ijazah Sarjana Muda,Student | Pelajar,760,Weekly | Mingguan,Gaming | Permainan,8,Frequently | Kerap,25,5,3,Yes | Ya,1,4,Respond and ask for more information | Balas dan minta lebih banyak maklumat,5,No | Tidak,180
1/9/2025 23:18:55,Yes | Ya,26-35,Female | Perempuan,Diploma,Self-Employed | Bekerja Sendiri,2590,Ocassionally | Kadang - Kadang,Online banking | Perbankan atas talian,6,Occasionally | Kadang-kadang,18,3,2,Yes | Ya,1,1,Forward it to others for advice | Hantar kepada orang lain untuk mendapatkan nasihat,3,No | Tidak,100
1/9/2025 23:18:59,Yes | Ya,36-45,Male | Lelaki,Diploma,Self-Employed | Bekerja Sendiri,2100,Ocassionally | Kadang - Kadang,E-commerce | E-perdagangan,5,Occasionally | Kadang-kadang,14,2,2,No | Tidak,2,1,Delete it / Block | Sekat,1,Yes | Ya,100
1/9/2025 23:19:03,Yes | Ya,18-25,Male | Lelaki,Secondary School | Sekolah Menengah,Self-Employed | Bekerja Sendiri,2910.8,Weekly | Mingguan,E-commerce | E-perdagangan,6,Frequently | Kerap,19,0,0,No | Tidak,0,2,Forward it to others for advice | Hantar kepada orang lain untuk mendapatkan nasihat,1,No | Tidak,60
1/9/2025 23:19:07,Yes | Ya,Above 45 | Lebih daripada 45,Female | Perempuan,Secondary School | Sekolah Menengah,Retired | Bersara,700,Rarely | Jarang,Social media | Sosial media,7,Occasionally | Kadang-kadang,12,1,1,No | Tidak,1,0,Forward it to others for advice | Hantar kepada orang lain untuk mendapatkan nasihat,0,No | Tidak,50
1/9/2025 23:19:11,No | Tidak,18-25,Male | Lelaki,Diploma,Self-Employed | Bekerja Sendiri,1900,Weekly | Mingguan,E-commerce | E-perdagangan,5,Rarely | Jarang,15,2,1,No | Tidak,1,0,Delete it / Block | Sekat,1,Yes | Ya,200
1/9/2025 23:19:14,No | Tidak,26-35,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),3189,Weekly | Mingguan,E-commerce | E-perdagangan,5,Rarely | Jarang,13,2,1,No | Tidak,2,0,Delete it / Block | Sekat,2,Yes | Ya,90
1/9/2025 23:19:18,No | Tidak,26-35,Female | Perempuan,Diploma,Self-Employed | Bekerja Sendiri,2589,Ocassionally | Kadang - Kadang,Social media | Sosial media,4,Rarely | Jarang,21,2,1,No | Tidak,2,0,Delete it / Block | Sekat,2,No | Tidak,76
1/9/2025 23:19:22,No | Tidak,26-35,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),4360,Weekly | Mingguan,Social media | Sosial media,4,Never | Tidak Pernah,12,2,2,No | Tidak,2,0,Delete it / Block | Sekat,3,No | Tidak,100
1/9/2025 23:19:26,Yes | Ya,18-25,Male | Lelaki,Bachelor Degree | Ijazah Sarjana Muda,Student | Pelajar,1200,Daily | Harian,Social media | Sosial media,8,Rarely | Jarang,5,3,3,No | Tidak,3,0,Ignore It | Abaikan,3,Yes | Ya,600
1/9/2025 23:19:30,Yes | Ya,18-25,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Student | Pelajar,0,Daily | Harian,Social media | Sosial media,12,Rarely | Jarang,5,6,4,No | Tidak,2,0,Delete it / Block | Sekat,2,No | Tidak,150
1/9/2025 23:19:34,Yes | Ya,Above 45 | Lebih daripada 45,Male | Lelaki,Secondary School | Sekolah Menengah,Retired | Bersara,0,Daily | Harian,Social media | Sosial media,16,Occasionally | Kadang-kadang,6,4,1,No | Tidak,1,0,Ignore It | Abaikan,5,Yes | Ya,1000
1/9/2025 23:19:37,Yes | Ya,18-25,Male | Lelaki,Bachelor Degree | Ijazah Sarjana Muda,Student | Pelajar,1200,Daily | Harian,Social media | Sosial media,12,Never | Tidak Pernah,3,4,3,No | Tidak,2,0,Ignore It | Abaikan,3,Yes | Ya,500
1/9/2025 23:19:41,Yes | Ya,18-25,Male | Lelaki,Diploma,Self-Employed | Bekerja Sendiri,1800,Daily | Harian,Social media | Sosial media,12,Occasionally | Kadang-kadang,10,6,5,No | Tidak,1,0,Delete it / Block | Sekat,5,No | Tidak,1000
1/9/2025 23:19:45,No | Tidak,26-35,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Self-Employed | Bekerja Sendiri,2700,Daily | Harian,E-commerce | E-perdagangan,16,Frequently | Kerap,6,4,3,No | Tidak,5,0,Respond and ask for more information | Balas dan minta lebih banyak maklumat,3,Yes | Ya,500
1/9/2025 23:19:49,No | Tidak,26-35,Female | Perempuan,Master/PhD | Sarjana/PhD,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),4800,Daily | Harian,Social media | Sosial media,6,Never | Tidak Pernah,4,3,2,No | Tidak,2,0,Ignore It | Abaikan,2,Yes | Ya,1200
1/9/2025 23:19:53,Yes | Ya,Above 45 | Lebih daripada 45,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Self-Employed | Bekerja Sendiri,5000,Daily | Harian,Social media | Sosial media,17,Rarely | Jarang,80,3,3,No | Tidak,10,3,Forward it to others for advice | Hantar kepada orang lain untuk mendapatkan nasihat,5,Yes | Ya,200
1/9/2025 23:19:57,Yes | Ya,18-25,Male | Lelaki,Diploma,Self-Employed | Bekerja Sendiri,2990,Weekly | Mingguan,Online banking | Perbankan atas talian,6,Occasionally | Kadang-kadang,15,3,1,Yes | Ya,1,4,Forward it to others for advice | Hantar kepada orang lain untuk mendapatkan nasihat,2,No | Tidak,300
1/9/2025 23:20:01,Yes | Ya,36-45,Male | Lelaki,Foundation / Matriculation | Asasi / Matriks,Student | Pelajar,680,Daily | Harian,E-commerce | E-perdagangan,5,Occasionally | Kadang-kadang,14,5,2,No | Tidak,2,2,Forward it to others for advice | Hantar kepada orang lain untuk mendapatkan nasihat,1,No | Tidak,200
1/9/2025 23:20:05,Yes | Ya,36-45,Female | Perempuan,Foundation / Matriculation | Asasi / Matriks,Self-Employed | Bekerja Sendiri,3567.9,Weekly | Mingguan,Online banking | Perbankan atas talian,5,Occasionally | Kadang-kadang,15,2,1,Yes | Ya,1,2,Delete it / Block | Sekat,1,No | Tidak,100
1/9/2025 23:20:09,Yes | Ya,Above 45 | Lebih daripada 45,Male | Lelaki,Diploma,Retired | Bersara,890,Rarely | Jarang,E-commerce | E-perdagangan,6,Frequently | Kerap,17,3,2,No | Tidak,1,4,Forward it to others for advice | Hantar kepada orang lain untuk mendapatkan nasihat,5,No | Tidak,69
1/9/2025 23:20:13,Yes | Ya,36-45,Female | Perempuan,Bachelor Degree | Ijazah Sarjana Muda,Employed (Full-time/Part-time) | Bekerja (Sepenuh Masa/Sambilan),4350,Daily | Harian,Social media | Sosial media,4,Rarely | Jarang,23,3,1,Yes | Ya,2,0,Forward it to others for advice | Hantar kepada orang lain untuk mendapatkan nasihat,5,No | Tidak,250
1/9/2025 23:20:16,Yes | Ya,18-25,Female | Perempuan,Foundation / Matriculation | Asasi / Matriks,Self-Employed | Bekerja Sendiri,1896,Weekly | Mingguan,Online banking | Perbankan atas talian,4,Occasionally | Kadang-kadang,19,4,2,Yes | Ya,2,6,Forward it to others for advice | Hantar kepada orang lain untuk mendapatkan nasihat,3,No | Tidak,160
1/9/2025 23:20:20,Yes | Ya,26-35,Female | Perempuan,Diploma,Self-Employed | Bekerja Sendiri,2650,Daily | Harian,E-commerce | E-perdagangan,4,Frequently | Kerap,30,4,2,No | Tidak,2,4,Respond and ask for more information | Balas dan minta lebih banyak maklumat,3,Yes | Ya,210
1/9/2025 23:20:24,Yes | Ya,26-35,Male | Lelaki,Bachelor Degree | Ijazah Sarjana Muda,Student | Pelajar,1000,Daily | Harian,Social media | Sosial media,5,Rarely | Jarang,20,3,1,Yes | Ya,2,1,Respond and ask for more information | Balas dan minta lebih banyak maklumat,6,Yes | Ya,100
1/9/2025 23:20:28,Yes | Ya,26-35,Male | Lelaki,Diploma,Self-Employed | Bekerja Sendiri,1580,Weekly | Mingguan,Social media | Sosial media,3,Rarely | Jarang,14,1,1,No | Tidak,1,3,Forward it to others for advice | Hantar kepada orang lain untuk mendapatkan nasihat,2,No | Tidak,20
1/9/2025 23:20:32,Yes | Ya,18-25,Female | Perempuan,Foundation / Matriculation | Asasi / Matriks,Student | Pelajar,800,Daily | Harian,Social media | Sosial media,7,Frequently | Kerap,21,5,3,Yes | Ya,2,4,Respond and ask for more information | Balas dan minta lebih banyak maklumat,2,Yes | Ya,190
1/9/2025 23:20:35,Yes | Ya,Above 45 | Lebih daripada 45,Male | Lelaki,Diploma,Retired | Bersara,0,Ocassionally | Kadang - Kadang,Online banking | Perbankan atas talian,4,Never | Tidak Pernah,3,2,1,No | Tidak,1,0,Ignore It | Abaikan,1,Yes | Ya,100
1/9/2025 23:20:39,No | Tidak,36-45,Female | Perempuan,Diploma,Retired | Bersara,0,Weekly | Mingguan,Social media | Sosial media,4,Rarely | Jarang,1,2,1,No | Tidak,2,0,Ignore It | Abaikan,1,Yes | Ya,150
